Year,Month,Layer,Station,Region,Class,Species,Group,TrophicMode,m,un
2022,10,SCM,13,Coast,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,0.857357347,0.703680035
2023,10,Surface,4,Front,Bacillariophyceae,Thalassionema frauenfeldii,Diatoms,Autotroph,0.867094961,0.827116965
2022,10,SCM,11,Front,Bacillariophyceae,Thalassionema sp.,Diatoms,Autotroph,0.868385999,1.332945016
2023,8,SCM,11,Front,Bacillariophyceae,Rhizosolenia alata,Diatoms,Autotroph,0.869779927,2.49478019
2022,4,Surface,4,Front,Bacillariophyceae,Thalassionema sp.,Diatoms,Autotroph,0.876956911,1.962822228
2023,5,Surface,4,Front,Dinophyceae,Prorocentrum triestinum,Others,Autotroph,0.879549809,1.862914456
2023,5,Surface,11,Front,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,0.883786555,0.784937287
2023,10,SCM,11,Front,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,0.887623024,0.728167719
2022,10,Surface,1,Coast,Bacillariophyceae,Rhizosolenia sp.,Diatoms,Autotroph,0.921599881,0.887838264
2023,8,Surface,1,Coast,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,0.92661465,0.807973681
2023,8,SCM,11,Front,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,0.931274468,0.924158647
2023,8,Surface,13,Coast,Bacillariophyceae,Chaetoceros didymus,Diatoms,Autotroph,0.936575916,1.441338318
2023,8,Surface,1,Coast,Bacillariophyceae,Bacteriastrum delicatulum,Diatoms,Autotroph,0.938893078,0.960440551
2023,10,SCM,6,Offshore,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,0.943520805,0.88735472
2023,5,SCM,13,Coast,Bacillariophyceae,Fragilaria sp.,Diatoms,Autotroph,0.944206616,1.152850841
2023,8,SCM,11,Front,Bacillariophyceae,Trieres mobiliensis,Diatoms,Autotroph,0.946992513,2.223584439
2023,10,SCM,6,Offshore,Dinophyceae,Gonyaulax sp.,Others,Mixotroph,0.954959304,1.849546409
2023,10,SCM,4,Front,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,0.955690519,0.783240511
2022,10,SCM,13,Coast,Bacillariophyceae,Ditylum sol,Diatoms,Autotroph,0.963325727,2.52493562
2023,8,SCM,6,Offshore,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,0.968099076,1.152043617
2022,4,Surface,1,Coast,Dinophyceae,Alexandrium sp.,Others,Mixotroph,0.98746189,1.622621801
2022,4,Surface,4,Front,Bacillariophyceae,Chaetoceros didymus,Diatoms,Autotroph,0.98746189,1.622621801
2022,4,Surface,4,Front,Bacillariophyceae,Rhizosolenia alata,Diatoms,Autotroph,0.98746189,1.622621801
2022,4,Surface,13,Coast,Bacillariophyceae,Pleurosigma sp.,Diatoms,Autotroph,0.98746189,1.622621801
2022,4,SCM,13,Coast,Bacillariophyceae,Licmophora abbreviata,Diatoms,Autotroph,0.98746189,1.622621801
2022,10,Surface,4,Front,Dinophyceae,Gymnodinium sp.,Others,Mixotroph,0.98746189,1.622621801
2023,5,Surface,4,Front,Bacillariophyceae,Hemiaulus sp.,DIatoms,Autotroph,0.98746189,1.622621801
2023,5,Surface,11,Front,Bacillariophyceae,Chaetoceros debilis,Diatoms,Autotroph,0.98746189,1.622621801
2023,10,Surface,13,Coast,Dinophyceae,Protoperidinium sp.,Others,Heterotroph,0.98746189,1.622621801
2023,8,Surface,6,Offshore,Bacillariophyceae,Rhizosolenia bergonii,Diatoms,Autotroph,0.98746189,1.622621801
2023,10,Surface,6,Offshore,Dinophyceae,Scrippsiella acuminata,Others,Mixotroph,0.98746189,1.622621801
2023,8,SCM,13,Coast,Bacillariophyceae,Rhizosolenia bergonii,Diatoms,Autotroph,0.98746189,1.622621801
2023,10,Surface,13,Coast,Bacillariophyceae,Bacteriastrum delicatulum,Diatoms,Autotroph,0.98746189,1.622621801
2022,10,SCM,13,Coast,Dinophyceae,Tripos furca,Others,Mixotroph,0.98746189,1.622621801
2022,10,Surface,11,Front,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,0.999431247,0.894513406
2023,5,SCM,13,Coast,Dinophyceae,Prorocentrum micans,Others,Mixotroph,0.999431247,0.894513406
2023,5,SCM,11,Front,Bacillariophyceae,Rhizosolenia sp.,Diatoms,Autotroph,0.999431247,0.894513406
2023,5,Surface,6,Offshore,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,0.999969386,0.819066139
2023,5,SCM,4,Front,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,1.041426364,1.135616431
2023,8,SCM,11,Front,Dinophyceae,Tripos extensus,Others,Mixotroph,1.042924579,2.968193406
2022,4,SCM,4,Front,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,1.04342546,0.894567475
2022,10,SCM,13,Coast,Bacillariophyceae,Bacteriastrum delicatulum,Diatoms,Autotroph,1.052179052,1.832311999
2022,4,SCM,13,Coast,Bacillariophyceae,Guinardia delicatula,Diatoms,Autotroph,1.064674477,1.639108122
2023,10,Surface,11,Front,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,1.070220601,2.201739459
2023,5,SCM,11,Front,Bacillariophyceae,Thalassionema frauenfeldii,Diatoms,Autotroph,1.074431651,1.029761298
2023,10,SCM,4,Front,Dictyochophyceae,Dictyocha fibula,Others,Autotroph,1.080973289,2.205287846
2023,10,Surface,4,Front,Bacillariophyceae,Guinardia delicatula,Diatoms,Autotroph,1.091067968,0.892773174
2023,10,SCM,4,Front,Bacillariophyceae,Guinardia flaccida,Diatoms,Autotroph,1.098645471,1.296894998
2023,10,SCM,13,Coast,Bacillariophyceae,Rhizosolenia styliformis,Diatoms,Autotroph,1.113420819,2.194081239
2022,10,Surface,13,Coast,Bacillariophyceae,Chaetoceros costatus,Diatoms,Autotroph,1.116896213,2.042002198
2023,5,Surface,13,Coast,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,1.129330052,0.923730678
2022,10,SCM,1,Coast,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,1.137513695,1.19099859
2023,8,SCM,1,Coast,Bacillariophyceae,Cylindrotheca closterium,Diatoms,Autotroph,1.14219391,0.994057664
2023,5,Surface,1,Coast,Bacillariophyceae,Asterionellopsis glacialis,Diatoms,Autotroph,1.145630096,2.188371413
2023,10,Surface,1,Coast,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,1.145630096,2.188371413
2023,10,SCM,1,Coast,Bacillariophyceae,Corethron criophilum,Diatoms,Autotroph,1.145630096,2.188371413
2023,10,SCM,4,Front,Bacillariophyceae,Chaetoceros lorenzianus,Diatoms,Autotroph,1.145630096,2.188371413
2023,8,SCM,1,Coast,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,1.147927674,1.547310125
2023,5,Surface,11,Front,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,1.157596499,1.069904692
2023,5,Surface,13,Coast,Dinophyceae,Prorocentrum micans,Others,Mixotroph,1.178449903,1.111325895
2023,5,Surface,13,Coast,Bacillariophyceae,Fragilaria sp.,Diatoms,Autotroph,1.17864234,1.315553108
2022,4,Surface,4,Front,Bacillariophyceae,Chaetoceros danicus,Diatoms,Autotroph,1.189202591,1.808021463
2022,10,SCM,4,Front,Bacillariophyceae,Cylindrotheca closterium,Diatoms,Autotroph,1.189202591,1.808021463
2022,10,SCM,6,Offshore,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,1.189202591,1.808021463
2022,10,SCM,4,Front,Dinophyceae,Prorocentrum sp.,Others,Mixotroph,1.189202591,1.808021463
2023,5,Surface,13,Coast,Bacillariophyceae,Stephanopyxis palmeriana,Diatoms,Autotroph,1.189202591,1.808021463
2023,5,SCM,1,Coast,Bacillariophyceae,Amphiprora sp.,Diatoms,Autotroph,1.189202591,1.808021463
2023,8,SCM,1,Coast,Bacillariophyceae,Dactyliosolen phuketensis,Diatoms,Autotroph,1.189202591,1.808021463
2023,10,SCM,11,Front,Bacillariophyceae,Actinoptychus sp.,Diatoms,Autotroph,1.189202591,1.808021463
2022,4,Surface,11,Front,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,1.702354848,1.570122055
2023,5,SCM,1,Coast,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,1.200552008,2.178635255
2023,5,SCM,4,Front,Bacillariophyceae,Paralia sulcata,Diatoms,Autotroph,1.200552008,2.178635255
2023,8,Surface,6,Offshore,Dictyochophyceae,Octactis sp.eculum,Others,Autotroph,1.210479341,0.98938783
2023,10,Surface,13,Coast,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,1.210479341,0.98938783
2023,5,Surface,13,Coast,Bacillariophyceae,Ditylum brightwellii,Diatoms,Autotroph,1.216551533,1.170632953
2023,8,Surface,6,Offshore,Bacillariophyceae,Chaetoceros didymus,Diatoms,Autotroph,1.221039591,2.175003366
2023,8,Surface,13,Coast,Bacillariophyceae,Guinardia delicatula,Diatoms,Autotroph,1.221039591,2.175003366
2023,8,Surface,13,Coast,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,1.251022678,1.177758283
2022,4,SCM,4,Front,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,1.260328259,3.492842454
2022,4,SCM,4,Front,Dinophyceae,Gymnodinium sp.,Others,Mixotroph,1.264294866,1.951627144
2023,8,SCM,1,Coast,Bacillariophyceae,Rhizosolenia hebetata,Diatoms,Autotroph,1.264294866,1.951627144
2023,8,Surface,13,Coast,Bacillariophyceae,Rhizosolenia bergonii,Diatoms,Autotroph,1.276264222,1.22351875
2023,8,Surface,4,Front,Dictyochophyceae,Dictyocha fibula,Others,Autotroph,1.278326905,1.134019716
2023,5,Surface,13,Coast,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,1.289663576,3.463763181
2023,8,SCM,13,Coast,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,1.291499404,1.297774848
2022,4,Surface,1,Coast,Bacillariophyceae,Bacteriastrum minus,Diatoms,Autotroph,1.295605798,1.09055735
2022,10,Surface,11,Front,Dinophyceae,Alexandrium sp.,Others,Mixotroph,1.295605798,1.09055735
2022,10,Surface,4,Front,Bacillariophyceae,Asterionellopsis glacialis,Diatoms,Autotroph,1.295605798,1.09055735
2022,10,Surface,4,Front,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,1.295605798,1.09055735
2022,10,Surface,6,Offshore,Bacillariophyceae,Rhizosolenia setigera,Diatoms,Autotroph,1.295605798,1.09055735
2022,10,SCM,4,Front,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,1.295605798,1.09055735
2022,10,SCM,4,Front,Dictyochophyceae,Dictyocha fibula,Others,Autotroph,1.295605798,1.09055735
2023,8,Surface,1,Coast,Dinophyceae,Protoperidinium sp.,Others,Heterotroph,1.295605798,1.09055735
2023,8,Surface,4,Front,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,1.295605798,1.09055735
2023,8,SCM,4,Front,Dictyochophyceae,Octactis sp.eculum,Others,Autotroph,1.295605798,1.09055735
2023,10,Surface,6,Offshore,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,1.295605798,1.09055735
2023,10,Surface,6,Offshore,Bacillariophyceae,Rhizosolenia pungens,Diatoms,Autotroph,1.295605798,1.09055735
2023,10,Surface,6,Offshore,Dinophyceae,Tripos fusus,Others,Mixotroph,1.295605798,1.09055735
2023,10,Surface,11,Front,Dinophyceae,Tripos lineatus,Others,Mixotroph,1.295605798,1.09055735
2023,10,SCM,6,Offshore,Dictyochophyceae,Octactis sp.eculum,Others,Autotroph,1.295605798,1.09055735
2022,10,Surface,4,Front,Dinophyceae,Tripos sp.,Others,Mixotroph,1.295605798,1.09055735
2023,10,SCM,13,Coast,Bacillariophyceae,Actinoptychus sp.,Diatoms,Autotroph,1.295605798,1.09055735
2023,10,SCM,13,Coast,Bacillariophyceae,Hemiaulus sinensis,Diatoms,Autotroph,1.295605798,1.09055735
2023,10,SCM,13,Coast,Bacillariophyceae,Rhizosolenia sp.,Diatoms,Autotroph,1.295605798,1.09055735
2023,8,Surface,1,Coast,Bacillariophyceae,Chaetoceros curvisetus,Diatoms,Autotroph,1.304890684,1.272591268
2022,4,Surface,6,Offshore,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,1.317296453,1.075812585
2022,4,Surface,6,Offshore,Bacillariophyceae,Cylindrotheca closterium,Diatoms,Autotroph,1.318259339,1.464621775
2023,10,Surface,11,Front,Bacillariophyceae,Chaetoceros didymus,Diatoms,Autotroph,1.347664105,2.152556293
2022,10,SCM,11,Front,Bacillariophyceae,Licmophora sp.,Diatoms,Autotroph,1.379873383,2.146846466
2023,5,Surface,1,Coast,Dinophyceae,Protoperidinium bipes,Others,Heterotroph,1.379873383,2.146846466
2023,5,Surface,11,Front,Bacillariophyceae,Chaetoceros compressus,Diatoms,Autotroph,1.380856189,2.089113407
2023,10,SCM,4,Front,Bacillariophyceae,Rhizosolenia setigera,Diatoms,Autotroph,1.392106754,1.237437005
2022,10,SCM,1,Coast,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,1.395321472,1.138941918
2022,10,SCM,11,Front,Dinophyceae,Alexandrium sp.,Others,Mixotroph,1.423445878,1.766496516
2022,10,Surface,4,Front,Bacillariophyceae,Chaetoceros affinis,Diatoms,Autotroph,1.423445878,1.766496516
2022,10,Surface,4,Front,Bacillariophyceae,Eucampia zodiacus,Diatoms,Autotroph,1.423445878,1.766496516
2022,10,Surface,4,Front,Bacillariophyceae,Rhizosolenia sp.,Diatoms,Autotroph,1.423445878,1.766496516
2022,10,SCM,4,Front,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,1.423445878,1.766496516
2022,10,Surface,11,Front,Dinophyceae,Prorocentrum micans,Others,Mixotroph,1.423445878,1.766496516
2023,5,Surface,4,Front,Bacillariophyceae,Chaetoceros curvisetus,Diatoms,Autotroph,1.423445878,1.766496516
2023,10,SCM,6,Offshore,Dinophyceae,Protoperidinium leonis,Others,Heterotroph,1.423445878,1.766496516
2023,5,SCM,11,Front,Bacillariophyceae,Chaetoceros affinis,Diatoms,Autotroph,1.423445878,1.766496516
2023,5,SCM,13,Coast,Bacillariophyceae,Chaetoceros diadema,Diatoms,Autotroph,1.423445878,1.766496516
2023,8,Surface,1,Coast,Bacillariophyceae,Ditylum brightwellii,Diatoms,Autotroph,1.423445878,1.766496516
2023,10,SCM,6,Offshore,Dinophyceae,Protoperidinium sp.,Others,Heterotroph,1.423445878,1.766496516
2023,8,Surface,4,Front,Dinophyceae,Scrippsiella acuminata,Others,Mixotroph,1.423445878,1.766496516
2022,10,SCM,13,Coast,Dinophyceae,Tripos kofoidii,Others,Mixotroph,1.423445878,1.766496516
2023,10,Surface,13,Coast,Bacillariophyceae,Rhizosolenia pungens,Diatoms,Autotroph,1.423445878,1.766496516
2023,5,SCM,1,Coast,Dinophyceae,Tripos lineatus,Others,Mixotroph,1.423445878,1.766496516
2023,8,Surface,4,Front,Dinophyceae,Tripos macroceros,Others,Mixotroph,1.423445878,1.766496516
2023,10,SCM,11,Front,Bacillariophyceae,Bacteriastrum varians,Diatoms,Autotroph,1.423445878,1.766496516
2023,10,SCM,13,Coast,Bacillariophyceae,Rhizosolenia bergonii,Diatoms,Autotroph,1.423445878,1.766496516
2023,8,Surface,1,Coast,Bacillariophyceae,Chaetoceros laciniosus,Diatoms,Autotroph,1.429691709,1.166750564
2022,4,Surface,1,Coast,Bacillariophyceae,Rhizosolenia striata,Diatoms,Autotroph,1.455282878,2.133478419
2022,4,SCM,13,Coast,Bacillariophyceae,Chaetoceros curvisetus,Diatoms,Autotroph,1.455282878,2.133478419
2023,8,SCM,6,Offshore,Dinophyceae,Protoperidinium sp.,Others,Heterotroph,1.455282878,2.133478419
2023,8,SCM,11,Front,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,1.455282878,2.133478419
2023,8,SCM,11,Front,Dinophyceae,Tripos macroceros,Others,Mixotroph,1.455282878,2.133478419
2023,5,Surface,1,Coast,Dinophyceae,Tripos longipes,Others,Mixotroph,1.459739222,2.695496756
2023,8,SCM,13,Coast,Bacillariophyceae,Chaetoceros curvisetus,Diatoms,Autotroph,1.462107163,1.288437819
2023,10,SCM,4,Front,Bacillariophyceae,Stephanopyxis turris,Diatoms,Autotroph,1.481352306,1.600092154
2022,10,Surface,13,Coast,Dinophyceae,Prorocentrum micans,Others,Mixotroph,1.499766687,1.489142834
2023,8,SCM,11,Front,Bacillariophyceae,Chaetoceros curvisetus,Diatoms,Autotroph,1.499922435,1.459727534
2022,4,SCM,13,Coast,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,1.500408694,2.125478843
2022,10,Surface,11,Front,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,1.500408694,2.125478843
2023,10,Surface,11,Front,Bacillariophyceae,Rhizosolenia styliformis,Diatoms,Autotroph,1.500408694,2.125478843
2023,5,Surface,11,Front,Bacillariophyceae,Chaetoceros affinis,Diatoms,Autotroph,1.502138585,1.225366673
2022,4,SCM,13,Coast,Dinophyceae,Protoperidinium minutum,Others,Heterotroph,1.508625255,2.507557097
2023,5,SCM,1,Coast,Bacillariophyceae,Chaetoceros debilis,Diatoms,Autotroph,1.552502626,2.11624401
2023,10,SCM,11,Front,Bacillariophyceae,Chaetoceros lorenzianus,Diatoms,Autotroph,1.552502626,2.11624401
2023,8,Surface,13,Coast,Dinophyceae,Tripos macroceros,Others,Mixotroph,1.561810019,1.620253663
2023,8,Surface,4,Front,Dinophyceae,Tripos fusus,Others,Mixotroph,1.572438773,1.419562694
2023,10,Surface,6,Offshore,Bacillariophyceae,Bacteriastrum hyalinum,Diatoms,Autotroph,1.572438773,1.419562694
2022,4,Surface,11,Front,Bacillariophyceae,Amphiprora sp.,Diatoms,Autotroph,1.61411667,2.10532152
2022,4,SCM,13,Coast,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,1.61411667,2.10532152
2023,10,Surface,1,Coast,Bacillariophyceae,Dactyliosolen phuketensis,Diatoms,Autotroph,1.61411667,2.10532152
2023,10,Surface,4,Front,Bacillariophyceae,Pleurosigma sp.,Diatoms,Autotroph,1.61411667,2.10532152
2023,10,SCM,1,Coast,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,1.61411667,2.10532152
2023,10,Surface,4,Front,Dinophyceae,Tripos longipes,Others,Mixotroph,1.61411667,2.10532152
2023,10,Surface,1,Coast,Dinophyceae,Tripos muelleri,Others,Mixotroph,1.61411667,2.10532152
2023,8,SCM,6,Offshore,Dictyochophyceae,Octactis sp.eculum,Others,Autotroph,1.621549957,1.321981329
2023,10,SCM,6,Offshore,Bacillariophyceae,Chaetoceros lorenzianus,Diatoms,Autotroph,1.635811076,2.658712554
2023,8,SCM,1,Coast,Bacillariophyceae,Chaetoceros constrictus,Diatoms,Autotroph,1.649207251,3.018439707
2023,10,SCM,6,Offshore,Bacillariophyceae,Thalassionema sp.,Diatoms,Autotroph,1.66382986,1.723882992
2023,5,SCM,6,Offshore,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,1.689526165,2.091953473
2023,8,Surface,13,Coast,Bacillariophyceae,Guinardia flaccida,Diatoms,Autotroph,1.689526165,2.091953473
2023,8,SCM,6,Offshore,Bacillariophyceae,Pleurosigma normanii,Diatoms,Autotroph,1.689526165,2.091953473
2023,8,SCM,6,Offshore,Bacillariophyceae,Rhizosolenia imbricata,Diatoms,Autotroph,1.689526165,2.091953473
2023,8,SCM,11,Front,Bacillariophyceae,Chaetoceros danicus,Diatoms,Autotroph,1.689526165,2.091953473
2023,10,Surface,11,Front,Bacillariophyceae,Rhizosolenia stolterforthii,Diatoms,Autotroph,1.689526165,2.091953473
2023,10,Surface,6,Offshore,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,1.702161107,1.463085748
2022,10,Surface,4,Front,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,1.706676414,1.423150849
2023,8,Surface,6,Offshore,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,1.720643811,1.592096764
2023,10,Surface,4,Front,Bacillariophyceae,Eucampia zodiacus,Diatoms,Autotroph,1.746942122,1.676310082
2023,10,SCM,6,Offshore,Dinophyceae,Heterocapsa circularisquama,Others,Autotroph,1.754000134,1.735665781
2023,5,Surface,11,Front,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,1.756927406,1.431513992
2023,8,SCM,1,Coast,Bacillariophyceae,Chaetoceros costatus,Diatoms,Autotroph,1.757895605,1.451961644
2023,8,SCM,1,Coast,Dinophyceae,Dinophysis fortii,Others,Mixotroph,1.786745913,2.074719063
2022,4,SCM,11,Front,Bacillariophyceae,Hemiaulus membranaceus,Diatoms,Autotroph,1.786745913,2.074719063
2022,10,Surface,4,Front,Bacillariophyceae,Chaetoceros compressus,Diatoms,Autotroph,1.786745913,2.074719063
2022,10,Surface,11,Front,Bacillariophyceae,Rhizosolenia sp.,Diatoms,Autotroph,1.786745913,2.074719063
2023,5,Surface,4,Front,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,1.786745913,2.074719063
2023,5,SCM,1,Coast,Bacillariophyceae,Asterionellopsis glacialis,Diatoms,Autotroph,1.786745913,2.074719063
2023,8,SCM,4,Front,Bacillariophyceae,Cerataulina pelagica,Diatoms,Autotroph,1.786745913,2.074719063
2023,5,SCM,11,Front,Bacillariophyceae,Asterionellopsis glacialis,Diatoms,Autotroph,1.791926806,2.421706906
2023,8,Surface,11,Front,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,1.816581369,1.479779471
2023,8,Surface,1,Coast,Bacillariophyceae,Cylindrotheca closterium,Diatoms,Autotroph,1.817434748,2.074733315
2023,8,SCM,11,Front,Bacillariophyceae,Chaetoceros affinis,Diatoms,Autotroph,1.836025106,4.267374257
2023,8,SCM,1,Coast,Bacillariophyceae,Bacteriastrum delicatulum,Diatoms,Autotroph,1.849937334,1.847808707
2023,10,Surface,11,Front,Dinophyceae,Gyrodinium sp.,Others,Mixotroph,1.890949645,2.434326864
2022,4,Surface,1,Coast,Bacillariophyceae,Chaetoceros compressus,Diatoms,Autotroph,1.913209201,1.557960172
2022,4,SCM,4,Front,Dinophyceae,Gonyaulax sp.,Others,Mixotroph,1.913209201,1.557960172
2023,10,Surface,1,Coast,Dinophyceae,Prorocentrum micans,Others,Mixotroph,1.913209201,1.557960172
2023,5,Surface,11,Front,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,1.913209201,1.557960172
2022,4,Surface,11,Front,Bacillariophyceae,Corethron criophilum,Diatoms,Autotroph,1.923769451,2.050428527
2022,4,SCM,4,Front,Bacillariophyceae,Corethron criophilum,Diatoms,Autotroph,1.923769451,2.050428527
2022,4,SCM,11,Front,Bacillariophyceae,Corethron criophilum,Diatoms,Autotroph,1.923769451,2.050428527
2022,4,SCM,11,Front,Dinophyceae,Gymnodinium sp.,Others,Mixotroph,1.923769451,2.050428527
2022,10,Surface,4,Front,Dictyochophyceae,Octactis sp.eculum,Others,Autotroph,1.923769451,2.050428527
2022,10,SCM,1,Coast,Dictyochophyceae,Dictyocha fibula,Others,Autotroph,1.923769451,2.050428527
2022,10,SCM,4,Front,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,1.923769451,2.050428527
2022,10,SCM,6,Offshore,Bacillariophyceae,Chaetoceros peruvianus,Diatoms,Autotroph,1.923769451,2.050428527
2022,10,SCM,6,Offshore,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,1.923769451,2.050428527
2023,10,Surface,11,Front,Dinophyceae,Oxyphysis oxytoxoides,Others,Heterotroph,1.923769451,2.050428527
2022,4,SCM,13,Coast,Dinophyceae,Prorocentrum micans,Others,Mixotroph,1.923769451,2.050428527
2023,5,Surface,4,Front,Bacillariophyceae,Chaetoceros laciniosus,Diatoms,Autotroph,1.923769451,2.050428527
2023,5,SCM,4,Front,Bacillariophyceae,Chaetoceros didymus,Diatoms,Autotroph,1.923769451,2.050428527
2023,5,SCM,4,Front,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,1.923769451,2.050428527
2023,5,SCM,4,Front,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,1.923769451,2.050428527
2023,8,Surface,4,Front,Dinophyceae,Protoperidinium sp.,Others,Heterotroph,1.923769451,2.050428527
2023,8,Surface,4,Front,Dinophyceae,Protoperidinium steinii,Others,Heterotroph,1.923769451,2.050428527
2023,8,SCM,4,Front,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,1.923769451,2.050428527
2022,10,SCM,1,Coast,Dinophyceae,Tripos fusus,Others,Mixotroph,1.923769451,2.050428527
2023,10,SCM,6,Offshore,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,1.923769451,2.050428527
2023,10,SCM,11,Front,Bacillariophyceae,Chaetoceros peruvianus,Diatoms,Autotroph,1.923769451,2.050428527
2023,10,SCM,11,Front,Bacillariophyceae,Ditylum brightwellii,Diatoms,Autotroph,1.923769451,2.050428527
2023,10,SCM,11,Front,Dictyochophyceae,Octactis sp.eculum,Others,Autotroph,1.923769451,2.050428527
2023,10,SCM,13,Coast,Bacillariophyceae,Chaetoceros danicus,Diatoms,Autotroph,1.923769451,2.050428527
2023,10,SCM,13,Coast,Bacillariophyceae,Rhizosolenia alata,Diatoms,Autotroph,1.923769451,2.050428527
2022,10,SCM,6,Offshore,Dinophyceae,Tripos trichoceros,Others,Mixotroph,1.923769451,2.050428527
2023,5,Surface,6,Offshore,Dinophyceae,Gymnodinium sp.irale,Others,Mixotroph,1.996075829,1.816447792
2023,8,Surface,1,Coast,Bacillariophyceae,Chaetoceros danicus,Diatoms,Autotroph,1.996819305,1.95155408
2023,8,Surface,6,Offshore,Bacillariophyceae,Thalassionema frauenfeldii,Diatoms,Autotroph,2.011734726,3.169075524
2023,8,Surface,13,Coast,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,2.029662445,1.761982656
2023,8,Surface,4,Front,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,2.035591127,1.656443808
2023,5,Surface,11,Front,Bacillariophyceae,Chaetoceros diadema,Diatoms,Autotroph,2.052886554,2.626782652
2022,4,Surface,6,Offshore,Bacillariophyceae,Thalassionema sp.,Diatoms,Autotroph,2.063578888,2.403724407
2023,10,SCM,1,Coast,Bacillariophyceae,Guinardia flaccida,Diatoms,Autotroph,2.074331576,4.016710707
2023,8,Surface,1,Coast,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,2.076463394,2.015892112
2023,10,Surface,13,Coast,Bacillariophyceae,Rhizosolenia bergonii,Diatoms,Autotroph,2.126175738,2.335068858
2022,10,Surface,1,Coast,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,2.145820312,2.030880924
2022,4,Surface,1,Coast,Bacillariophyceae,Chaetoceros messanense,Diatoms,Autotroph,2.158012738,2.00890358
2022,4,Surface,1,Coast,Bacillariophyceae,Ditylum sol,Diatoms,Autotroph,2.158012738,2.00890358
2022,4,Surface,1,Coast,Bacillariophyceae,Hemiaulus hauckii,Diatoms,Autotroph,2.158012738,2.00890358
2022,4,Surface,1,Coast,Bacillariophyceae,Hemiaulus membranaceus,Diatoms,Autotroph,2.158012738,2.00890358
2022,4,Surface,1,Coast,Bacillariophyceae,Melosira sp.,Diatoms,Autotroph,2.158012738,2.00890358
2022,4,Surface,1,Coast,Bacillariophyceae,Paralia sulcata,Diatoms,Autotroph,2.158012738,2.00890358
